,location
1328,Haralur Road
1329,Raja Rajeshwari Nagar
1330,Jakkur
1331,Rachenahalli
1332,7th Phase JP Nagar
1333,Whitefield
1334,Whitefield
1335,Whitefield
1336,Thanisandra
1337,"ECC Road, Whitefield, "
1338,Ashwath Nagar
1339,JP Nagar
1340,Seetharampalya
1341,Jigani
1342,Kothanur
1343,Electronic City
1344,Rukmaiah Layout
1345,Hennur Road
1346,Bommanahalli
1347,Yelahanka
1348,Kathriguppe
1349,KR Puram
1350,Hosa Road
1351,Panathur
1352,Maruthi Sevanagar
1353,Yelahanka
1354,Devanahalli Int. Airport
1355,Puttanahalli
1356,Thubarahalli
1357,Benson Town
1358,Hoodi
1359,Jakkuru Layout
1360,Vijayanagar
1361,Palanahalli
1362,Old Madras Road
1363, Thanisandra
1364,Devasandra Extension
1365,Nagondanahalli
1366,Chikkalasandra
1367,Chandapura
1368,2nd Phase Judicial Layout
1369,BEML Layout
1370,Amruthahalli
1371,Marathahalli
1372,Kothannur
1373,Koramangala
1374,Hoodi
1375,Lingadheeranahalli
1376,Dommasandra
1377,Sanjay nagar
1378,Marathahalli
1379,1st Block HRBR Layout
1380,Kannamangala
1381,Chandapura
1382,Richmond Town
1383,"Sarjapur Road, "
1384,Electronics City Phase 1
1385,Hebbal Kempapura
1386,Raja Rajeshwari Nagar
1387,Bellandur
1388,Kengeri Satellite Town
1389,Bannerghatta Road
1390,Sarjapur  Road
1391,Sarjapur
1392,Billekahalli
1393,Bagalur Main Road
1394,Haralur Road
1395,Thanisandra
1396,Doddathoguru
1397,Harlur
1398,Byadarahalli
1399,Poorna Pragna Layout
1400,Chamrajpet
1401,Raja Rajeshwari Nagar
1402,Yeshwanthpur
1403,Judicial Layout
1404,"Varthur Road, "
1405,Kodihalli
1406,Horamavu Agara
1407,Nagasandra
1408,Kanakpura Road
1409,Bannerghatta Road
1410,Kanakpura Road
1411,Banashankari Stage III
1412,Chikka Banaswadi
1413,Babusapalaya
1414,Bannerghatta Road
1415,NGR Layout
1416,Babusapalaya
1417,Outer Ring Road East
1418,Devanahalli
1419,Kavika Layout
1420,Vinayaka Nagar
1421,Anekal
1422,Horamavu Agara
1423,Banashankari Stage II
1424,Whitefield
1425,JP Nagar
1426,Poorna Pragna Layout
1427,Bhoganhalli
1428,Yelahanka New Town
1429,Yelahanka
1430,Neeladri Nagar
1431,Kogilu
1432,Dodda Kempaiah Layout
1433,Horamavu Banaswadi
1434,Hennur Busstop
1435,KR Puram
1436,GB Palya
1437,AMS Layout
1438,KR Puram
1439,9th Block Jayanagar
1440,Karuna Nagar
1441,Kadugodi
1442,Ashwathnagar
1443,Hebbal Kempapura
1444,Gaurava Nagar
1445,HRBR Layout
1446,Kodichikkanahalli
1447,Budigere
1448,Sector 7 HSR Layout
1449,Raja Rajeshwari Nagar
1450,Hoodi
1451,Kanakpura Road
1452,Singasandra
1453,Yelahanka
1454,Basapura
1455,Hoodi
1456,Thigalarapalya
1457,Begur Road
1458,Kasturi Nagar
1459,Hebbal Kempapura
1460,Akshaya Nagar
1461,Jakkur
1462,Sarjapur  Road
1463,Kammasandra
1464,Whitefield
1465,Begur Road
1466,Kengeri Satellite Town ( BDA SITE)
1467,Hebbal
1468,Electronic City
1469,Panathur
1470,AGS Layout
1471,Kengeri
1472,Srinagar
1473,Rachenahalli
1474,Varthur
1475,Vittasandra
1476,HSR Layout
1477,Uttarahalli
1478,Binny Pete
1479,Dasarahalli
1480,Brigade Road
1481,Bannerghatta
1482,Channasandra
1483,Hessarghatta
1484,Hebbal
1485,Belathur
1486,Maruthi HBCS Layout
1487,Electronic City
1488,Uttarahalli
1489,Srirampura
1490,Malleshwaram
1491,Yelahanka
1492,9th Phase JP Nagar
1493,5th Phase JP Nagar
1494,Kalena Agrahara
1495,Electronic City
1496,Devanahalli Road
1497,Ejipura
1498,Horamavu Banaswadi
1499,Bhoganhalli
1500,Doddathoguru
1501,Kengeri
1502,Green Woods Layout
1503,Uttarahalli
1504,Craig Park Layout
1505,Whitefield
1506,Immadihalli
1507,Banagiri Nagar
1508,Ananth Nagar
1509,Hiremath Layout
1510,Attibele
1511,Dommasandra
1512,Whitefield
1513,Whitefield
1514,Kalena Agrahara
1515,Malleshpalya
1516,Whitefield
1517,Ramagondanahalli
1518,Jalahalli
1519,Jnanabharathi Layout
1520,Kaggalipura
1521,Muneshwara Nagar
1522,Chandapura
1523,Chandapura
1524,Malleshpalya
1525,Raja Rajeshwari Nagar
1526,Electronic City
1527,Thigalarapalya
1528,Kundalahalli
1529,Chikkasandra
1530,Varthur
1531,Mahadevpura
1532,Sarjapur  Road
1533,Kanakpura Road
1534,Bharath Housing Society Layout
1535,Chikka Tirupathi
1536,Hebbal
1537,EPIP Zone
1538,Konanakunte
1539,Whitefield
1540,3rd Block Jayanagar
1541,Thigalarapalya
1542,Sarjapur  Road
1543,Vijayanagar
1544,Rayasandra
1545,7th Phase JP Nagar
1546,Kadugodi
1547,Doddakallasandra
1548,Sarjapur
1549,HSR Layout
1550,Malleshpalya
1551,Horamavu Banaswadi
1552,Padmanabhanagar
1553,Hormavu
1554,Hoodi
1555,Raja Rajeshwari Nagar
1556,Ulsoor
1557,JP Nagar
1558,HSR Layout
1559,Manjunatha Layout
1560,Kanakapura
1561,Yelahanka
1562,Konanakunte Cross
1563,Uttarahalli
1564,Hosur Road
1565,Banjara Layout
1566,Begur
1567,Uttarahalli
1568,Chikka Tirupathi
1569,Rajaji Nagar
1570,Parappana Agrahara
1571,Kanakpura Road
1572,Abbaiah Reddy Layout
1573,Kanakpura Road
1574,Singasandra
1575,Kogilu
1576,Yelachenahalli
1577,Koramangala
1578,Yelahanka
1579,Lakshmi Layout
1580,Tavarekere
1581,Bisuvanahalli
1582,Yelahanka
1583,Immadihalli
1584,Hoodi
1585,Srinivasa Nagar
1586,Jigani
1587,Thirumenahalli
1588,Whitefield
1589,Hebbal
1590,Kengeri
1591,KPC Layout
1592,Yelahanka
1593,JP Nagar
1594,Sarjapur
1595,Ardendale
1596,HOSUR MAIN ROAD
1597,Hebbal
1598,Begur
1599,Sarjapur  Road
1600,Electronic City
1601,Nandi Durga Road
1602,Rajiv Nagar
1603,Hosa Road
1604,Cooke Town
1605,Kumara Park
1606,Daadys Gaarden Layout
1607,Maruthi Nagar
1608,Bommanahalli
1609,Marathahalli
1610,Munnekollal
1611,Whitefield
1612,Sahakara Nagar
1613,Kudlu Gate
1614,Sarjapur  Road
1615,Hosa Road
1616,Kothannur
1617,Chikkabanavar
1618,Ramamurthy Nagar
1619,Hennur Road
1620,Marsur
1621,Shampura
1622,Gubbalala
1623,Kengeri
1624,Kereguddadahalli
1625,Nagarbhavi
1626,Marathahalli
1627,Kanakapura
1628,Electronics City Phase 1
1629,Balagere
1630,Kasavanhalli
1631,Gubbalala
1632,AECS Layout
1633,Frazer Town
1634,Karuna Nagar
1635,Kodihalli
1636,Kallumantapa
1637,Ramamurthy Nagar
1638,Kaverappa Layout
1639,Electronic City Phase II
1640,Mysore Road
1641,Malimakanapura
1642,Medahalli
1643,Talaghattapura
1644,Attibele
1645,Hulimavu
1646,Kattigenahalli
1647,Rustam Bagh Layout
1648,Electronics City Phase 1
1649,New Thippasandra
1650,Harlur
1651,Horamavu Agara
1652,Garden Layout
1653,Raja Rajeshwari Nagar
1654,Viswapriyanagar.begur Road.bommanahalli.
1655,Konanakunte
1656,Basavangudi
1657,"Hoodi Circle, "
1658,Rachenahalli
1659,Judicial Layout
1660,Yelahanka
1661,Sarjapur  Road
1662,Electronic City Phase II
1663,Ananth Nagar
1664,Hennur Road
1665,Binny Pete
1666,Yelahanka
1667,Bannerghatta Road
1668,Bisuvanahalli
1669,2nd Stage Nagarbhavi
1670,T K Reddy Layout
1671,Herohalli
1672,Kumbena Agrahara
1673,Whitefield
1674,Whitefield
1675,"Pai layout , Mahadevapura"
1676,Whitefield
1677,7th Phase JP Nagar
1678,Whitefield
1679,Kanakpura Road
1680,frazertown
1681,Akshayanagara East
1682,Bannerghatta
1683,Old Madras Road
1684,Kereguddadahalli
1685,Kadugodi
1686,Whitefield
1687,Hebbal Kempapura
1688,Yelahanka
1689,Hebbal
1690,Kaikondrahalli
1691,Doddanekundi
1692,Venkatadri Layout
1693,Bommenahalli
1694,JP Nagar
1695,Mahaganapathy Nagar
1696,Huskur
1697,Ramagondanahalli
1698,Sarjapur  Road
1699,9th Phase JP Nagar
1700,Belathur
1701,Kattigenahalli
1702,Ulsoor
1703,Kathriguppe
1704,Rustam Bagh Layout
1705,Panathur
1706,Chandapura
1707,Marathahalli
1708,Gunjur
1709,Electronics City Phase 1
1710,Whitefield
1711,Andrahalli
1712,Singena Agrahara
1713,HBR Layout
1714,R.T. Nagar
1715,Vittal Nagar
1716,Sadashiva Nagar
1717,Electronic City Phase II
1718,2Electronic City Phase II
1719,Ardendale
1720,Kasavanhalli
1721,Uttarahalli
1722,Bisuvanahalli
1723,Kambipura
1724,Thanisandra
1725,Brookefield
1726,Whitefield
1727,3rd Block Banashankari
1728,Bhuvaneshwari Nagar
1729,Choodasandra
1730,Shanthala Nagar
1731,Harlur
1732,Anekal
1733,Jnanabharathi Layout
1734,Sarjapur
1735,Kadarenahalli
1736,EPIP Zone
1737,8th Phase JP Nagar
1738,JP Nagar
1739,Bannerghatta Road
1740,Whitefield
1741,Laggere
1742,Kammasandra
1743,Hosa Road
1744,Victoria Layout
1745,Prithvi Layout
1746,Mysore Road
1747,Sarjapur  Road
1748,Sarjapur  Road
1749,Bannerghatta
1750,Domlur
1751,Hennur Road
1752,Sanjay nagar
1753,Sector 7 HSR Layout
1754,Tumkur Road
1755,5th Phase JP Nagar
1756,Whitefield
1757,Thubarahalli
1758,Subramanyanagar
1759,Yelahanka
1760,Thigalarapalya
1761,Ramamurthy Nagar
1762,Hebbal
1763,KUDLU MAIN ROAD
1764,Hebbal
1765,Binny Pete
1766,Doddanekundi
1767,Whitefield
1768,1 Ramamurthy Nagar
1769,Kadugondanahalli
1770,Banashankari Stage II
1771,Old Airport Road
1772,5th Stage BEML Layout
1773,HBR Layout
1774,Indira Nagar
1775,IVC Road
1776,Jaya Mahal layout
1777,BSM Extension
1778,Jigani
1779,Hennur Road
1780,Kundalahalli
1781,Vijinapura
1782,Banaswadi
1783,Kodigehaali
1784,TC Palaya
1785,Jigani
1786,P&T Layout
1787,Electronic City Phase II
1788,Electronic City
1789,Brookefield
1790,7th Phase JP Nagar
1791,Whitefield
1792,Yelahanka New Town
1793,Hennur
1794,Byrasandra
1795,SBM Colony
1796,Veerannapalya
1797,Chowdeshwari Layout
1798,JP Nagar
1799,HSR Layout
1800,Kanakpura Road
1801,Whitefield
1802,Mathikere Extension
1803,Horamavu Agara
1804,TC Palaya
1805,Akshaya Nagar
1806,CV Raman Nagar
1807,EPIP Zone
1808,Sector 2 HSR Layout
1809,Chikkalasandra
1810,Kanakpura Road
1811,Koramangala
1812,Sarjapur
1813,Electronic City
1814,Jalahalli
1815,Anantapura
1816,Domlur
1817,Babusapalaya
1818,Bommasandra
1819,Kengeri
1820,2nd Stage Nagarbhavi
1821,Sarjapur
1822,Nagarbhavi
1823,Haralur Road
1824,Hoodi
1825,Shivaji Nagar
1826,Kaikondrahalli
1827,Hebbal Kempapura
1828,Old Airport Road
1829,Subramanyapura
1830,Hosa Road
1831,Chamrajpet
1832,Banashankari
1833,OMBR Layout
1834,Sarjapur  Road
1835,Whitefield
1836,Padmanabhanagar
1837,Kanakpura Road
1838,Old Madras Road
1839,JP Nagar
1840,Hebbal
1841,Badavala Nagar
1842,Hennur Road
1843,Rustam Bagh Layout
1844,Raja Rajeshwari Nagar
1845,Hulimavu
1846,NRI Layout
1847,4th Block Koramangala
1848,Hulimavu
1849,Banaswadi
1850,Hormavu
1851,Belatur
1852,Yelahanka
1853,Arekere
1854,Sarjapur  Road
1855,Lalbagh Road
1856,Frazer Town
1857,Basavangudi
1858,Kamakya Layout
1859,Domlur
1860,Vignana Nagar
1861,Kogilu
1862,Nallurhalli
1863,Kamakshipalya
1864,Chinnapanahalli
1865,Kereguddadahalli
1866,Jalahalli East
1867,TC Palaya
1868,Lingarajapuram
1869,Anekal
1870,Yelachenahalli
1871,3rd Block HBR Layout
1872,Frazer Town
1873,Kasavanhalli
1874,Laxmi Sagar Layout
1875,Yeshwanthpur
1876,Gottigere
1877,TC Palaya
1878,Bommenahalli
1879,OMBR Layout
1880,7th Phase JP Nagar
1881,Bannerghatta
1882,Marathahalli
1883,Sector 2 HSR Layout
1884,Bannerghatta Road
1885,Sahakara Nagar
1886,Hosur Road
1887,New Gurappana Palya
1888,Dodda Nekkundi Extension
1889,Old Airport Road
1890,Harlur
1891,Old Madras Road
1892,Frazer Town
1893,Kengeri Satellite Town
1894,Nelamangala
1895,Kengeri
1896,Hosur Road
1897,Begur Road
1898,Nagavarapalya
1899,Hormavu
1900,Uttarahalli
1901,7th Phase JP Nagar
1902,Vittasandra
1903,Whitefield
1904,Hormavu
1905,2nd Block Hrbr Layout
1906,Sarjapur
1907,Domlur
1908,Electronic City Phase II
1909,Marathahalli
1910,Electronic City
1911,Hongasandra
1912,Harappanahalli
1913,Basapura
1914,Roopena Agrahara
1915,Doddakallasandra
1916,BTM Layout
1917,Hennur Road
1918,Chennammana Kere
1919,Jigani
1920,Bommasandra Industrial Area
1921,Thanisandra
1922,Uttarahalli
1923,Hegde Nagar
1924,Subramanyapura
1925,Kanaka Nagar
1926,Sarjapur  Road
1927,Tasker Town
1928,Govindpura
1929,Hormavu
1930,Yelahanka
1931,Rajaji Nagar
1932,NR Colony
1933,Kanakpura Road
1934,Agara Village
1935,Begur Road
1936,Shettigere
1937,Chikkasandra
1938,Kaggadasapura
1939,Kothannur
1940,Kenchanehalli R R Nagar
1941,6th Phase JP Nagar
1942,Kumara Park
1943,Tumkur Road
1944,BEL Road
1945,Arekere
1946,Varthur
1947,Koramangala
1948,Kanakpura Road
1949,GM Palaya
1950,Byagadadhenahalli
1951,Vittasandra
1952,Ashwathnagar
1953,KR Puram
1954,Kudlu Gate
1955,Srinivasa Nagar
1956,Gubbalala
1957,Kogilu
1958,Kanakapura
1959,Banashankari Stage III
1960,Doddabommasandra
1961,5th Phase JP Nagar
1962,Sarjapura - Attibele Road
1963,Maruthi Layout
1964,Hulimavu
1965,Sree Narayana Nagar
1966,Kanakpura Road
1967,Malleshwaram
1968,Hoodi
1969,Talaghattapura
1970,Bhoganhalli
1971,Raja Rajeshwari Nagar
1972,5th Block Hbr Layout
1973,Hebbal
1974,Sarjapur  Road
1975,Tunganagara
1976,Nagavara
1977,Sahakara Nagar
1978,BTM 2nd Stage
1979,Hongasandra
1980,Jalahalli East
1981,Sarjapur  Road
1982,Remco Bhel Layout
1983,CV Raman Nagar
1984,Chamrajpet
1985,Magadi Road
1986,Banashankari
1987,Yelachenahalli
1988,Uttarahalli
1989,Hennur Road
1990,Jalahalli
1991,Lakshminarayana Pura
1992,Electronic City Phase II
1993,Sonnenahalli
1994,Vijayanagar
1995,Basaveshwara Nagar
1996,Chokkasandra
1997,Anekal
1998,2nd Block Hrbr Layout
1999,Kanakapura
2000,Bellandur
2001,Ananth Nagar
2002,Panduranga Nagar
2003,Sri Venkateshpura Layout
2004,Malleshwaram
2005,Haralur Road
2006,Seegehalli
2007,Abbigere
2008,Lingadheeranahalli
2009,Gottigere
2010,Byadarahalli
2011,Hebbal Kempapura
2012,Jakkur Plantation
2013,Kasavanhalli
2014,Amruthahalli
2015,Kaverappa Layout
2016,Bommasandra
2017,Kaverappa Layout
2018,Electronic City
2019,Mahadevpura
2020,5th Block Hbr Layout
2021,Yeshwanthpur
2022,Doddanekundi
2023,Bellandur
2024,Banaswadi
2025,Mysore Road
2026,Yeshwanthpur
2027,Kammasandra
2028,Haralur Road
2029,Thigalarapalya
2030,Ramagondanahalli
2031,Sir M V Nagar
2032,Kanakpura Road
2033,Bikasipura
2034,Budigere
2035,CV Raman Nagar
2036,Basaveshwara Nagar Yelahanka
2037,Binny Pete
2038,Sidedahalli
2039,Marathahalli
2040,Electronic City
2041,Ramamurthy Nagar
2042,Electronics City Phase 1
2043,Green Glen Layout
2044,Akshaya Nagar
2045,Horamavu Banaswadi
2046,7th Phase JP Nagar
2047,Hennur Road
2048,Kaggalipura
2049,Electronic City
2050,Haralur Road
2051,7th Phase JP Nagar
2052,R.T. Nagar
2053,Kalkere
2054,Kanakpura Road
2055,1st Block Koramangala
2056,Shree Ananth Nagar Layout
2057,Yeshwanthpur
2058,Hoskote
2059,9th Phase JP Nagar
2060,2nd Phase Judicial Layout
2061,Jakkur
2062,Magadi Road
2063,Panathur
2064,Ambedkar Nagar
2065,Bellandur
2066,Indira Nagar
2067,HBR Layout
2068,Brookefield
2069,Attiguppe
2070,Magadi Road
2071,Srirampuram
2072,Yemlur
2073,Race Course Road
2074,Sarjapur
2075,Ambalipura
2076,Thanisandra
2077,Marathahalli
2078,Gkvk Layout
2079,Thubarahalli
2080,Bannerghatta Road
2081,Bank Of Baroda Colony
2082,Kanakpura Road
2083,Kanakpura Road
2084,Sector 1 HSR Layout
2085,Ramamurthy Nagar
2086,Chikkabanavar
2087,BTM 2nd Stage
2088,Yeshwanthpur
2089,Electronic City
2090,Electronic City Phase II
2091,Whitefield
2092,Ananth Nagar
2093,Koramangala
2094,Whitefield
2095,Laggere
2096,Hosa Road
2097,Basavangudi
2098,Electronic City Phase II
2099,Bank Of Baroda Colony
2100,9th Phase JP Nagar
2101,Hulimavu
2102,Banaswadi
2103,Brookefield
2104,Ramamurthy Nagar
2105,St. John's Road
2106,1st Phase JP Nagar
2107,Bommasandra Industrial Area
2108,Kothanur
2109,Uttarahalli
2110,Kaikondrahalli
2111,Electronic City
2112,Kothannur
2113,Marathahalli
2114,Doopanahalli
2115,Old Madras Road
2116,Hoodi
2117,Haralur Road
2118,Kudlu Gate
2119,7th Phase JP Nagar
2120,Doddaballapur
2121,Sathanur
2122,Kanakpura Road
2123,Margondanahalli
2124,Varthur
2125,Marathahalli
2126,Electronic City Phase II
2127,Subramanyapura
2128,Kanakpura Road
2129,Kanakpura Road
2130,Hosa Road
2131,Kengeri Satellite Town
2132,Kumaraswami Layout
2133,Banashankari Stage VI
2134,ITI Layout
2135,Ramamohanapuram
2136,Malleshwaram
2137,Lakshminarayana Pura
2138,TC Palaya
2139,Prithvi Layout
2140,Harlur
2141,Tejaswini Nagar
2142,Bannerghatta
2143,Whitefield
2144,Channasandra
2145,9th Phase JP Nagar
2146,Whitefield
2147,Kammanahalli
2148,Jakkur
2149,Horamavu Agara
2150,Bannerghatta Road
2151,HSR Layout
2152,1st Block Jayanagar
2153,Kamakshipalya
2154,kanakapura road
2155,Ramagondanahalli
2156,Kaveri Nagar
2157,7th Phase JP Nagar
2158,Poorna Pragna Layout
2159,Bannerghatta Road
2160,Sundar Ram Shetty Nagar
2161,Attibele
2162,Gottigere
2163,Yelahanka
2164,Sector 6 HSR Layout
2165,Raja Rajeshwari Nagar
2166,Whitefield
2167,Nelamangala
2168,Ganga Nagar
2169,Udayapur Village
2170,Electronic City
2171,Panathur
2172,"Kirloskar layout, Basaveshwarnagar"
2173,Raja Rajeshwari Nagar
2174,Padmanabhanagar
2175,Alfa Garden Layout
2176,KR Puram
2177,Gowdanapalya
2178,Iblur Village
2179,Nagarbhavi
2180,Thanisandra
2181,Kothanur
2182,Mico Layout
2183,Kaggadasapura
2184,NS Palya
2185,Kaggadasapura
2186,Anekal
2187,2nd Phase JP Nagar
2188,Bommanahalli
2189,Prithvi Layout
2190,2nd Stage Nagarbhavi
2191,Hebbal
2192,Sarjapur  Road
2193,Ramamurthy Nagar
2194,Nehru Nagar
2195,Banashankari
2196,Hessarghatta
2197,Sarjapur  Road
2198,Hulimavu
2199,Sonnenahalli
2200,Hoodi Layout
2201,Electronic City
2202,Seegehalli
2203,Kaggadasapura
2204,Lingadheeranahalli
2205,Thanisandra
2206,Begur Road
2207,7th Phase JP Nagar
2208,Rajaji Nagar
2209,BTM Layout
2210,Basavangudi
2211,Gaundanapalya
2212,Haralur Road
2213,Arasanakunte
2214,Kanakpura Road
2215,Kasturi Nagar
2216,Laxmi Sagar Layout
2217,Sarjapur  Road
2218,Kengeri Satellite Town
2219,Bellandur
2220,Ulsoor
2221,Outer Ring Road East
2222,5th block Koramangala
2223,Nelamangala
2224,JakkurYelahanka
2225,Yemlur
2226,Kaggadasapura
2227,Gunjur Palya
2228,KR Puram
2229,Electronic City
2230,Kundalahalli
2231,KR Puram
2232,TC Palaya
2233,Lakshminarayana Pura
2234,Anjanapura
2235,Kammasandra
2236,Bellandur
2237,Banashankari Stage VI
2238,Malleshwaram
2239,Ngef Layout
2240,Bileshivale
2241,2nd Phase JP Nagar
2242,Ramamurthy Nagar
2243,Manjunatha Layout
2244,Kammasandra
2245,Kashi Nagar
2246,Hennur
2247,Hosur Road
2248,Kanakpura Road
2249,B Narayanapura
2250,Kogilu
2251,Harlur
2252,Uttarahalli
2253,Old Madras Road
2254,Bommasandra
2255,Ashwathnagar
2256,Nagasandra
2257,Upkar Layout
2258,Hennur Road
2259,Ambedkar Nagar
2260,Sunkadakatte
2261,Dasarahalli
2262,Sarjapur  Road
2263,HOSUR MAIN ROAD
2264,Banashankari
2265,Old Madras Road
2266,9th Phase JP Nagar
2267,Someshwara Layout
2268,Kacharakanahalli
2269,7th Phase JP Nagar
2270,TC Palaya
2271,Kothanur
2272,6th Phase JP Nagar
2273,Sarjapur  Road
2274,Jigani
2275,HSR Layout
2276,Ulsoor
2277,Talaghattapura
2278,Frazer Town
2279,Jalahalli West
2280,Bommanahalli
2281,Lingadheeranahalli
2282,Vasanth nagar
2283,Suddaguntepalya
2284,Singasandra
2285,Bisuvanahalli
2286,Kathreguppe
2287,Kasavanhalli
2288,Sarjapur  Road
2289,Bannerghatta Road
2290,Begur Road
2291,Varthur
2292,1st Phase JP Nagar
2293,Kothannur
2294,Kengeri
2295,Channasandra Layout
2296,Sarjapur  Road
2297,Kogilu
2298,Tumkur Road
2299,Subramanyapura
2300,HAL 3rd Stage
2301,Hosa Road
2302,Bisuvanahalli
2303,Nagavara
2304,Whitefield
2305,Doctors Layout
2306,Thigalarapalya
2307,Harlur
2308,1st Block HRBR Layout
2309,Kannamangala
2310,Whitefield
2311,Austin Town
2312,Banashankari
2313,Malleshwaram
2314,Rajaji Nagar
2315,Hennur Road
2316,Old Madras Road
2317,Hebbal
2318,Anandapura
2319,Raja Rajeshwari Nagar
2320,Neeladri Nagar
2321,Basavangudi
2322,Kaval Byrasandra
2323,Balagere
2324,7th Phase JP Nagar
2325,Sahakara Nagar
2326,Electronics City Phase 1
2327,Domlur
2328,Rajagopala Nagar
2329,Vishwapriya Nagar
2330,CV Raman Nagar
2331,Sarakki Nagar
2332,Vittasandra
2333,Sarjapur
2334,Kengeri
2335,Bahubali Nagar
2336,RMV 2nd Stage
2337,Talaghattapura
2338,Lottegolla Halli
2339,Kothannur
2340,Garudachar Palya
2341,Kodbisanhalli
2342,R.T. Nagar
2343,Banashankari
2344,Uttarahalli
2345,Raja Rajeshwari Nagar
2346,Anjanapura
2347,Nandini Layout
2348,Ambedkar Nagar
2349,Margondanahalli
2350,Begur Road
2351,Kasavanhalli
2352,Sarjapur  Road
2353,Vibhutipura Extension
2354,Iblur Village
2355,1st Block Jayanagar
2356,Hosakerehalli
2357,Budigere
2358,Haralur Road
2359,Pattandur Agrahara
2360,HMT Layout
2361,Bellandur
2362,6th Phase JP Nagar
2363,Uttarahalli
2364,Basapura
2365,Gollarapalya Hosahalli
2366,Banashankari Stage III
2367,Kadugodi
2368,Bileshivale
2369,Thigalarapalya
2370,Malleshwaram
2371,Electronics City Phase 1
2372,Sarjapur  Road
2373,8th Phase JP Nagar
2374,B Channasandra
2375,Electronics City Phase 1
2376,KR Puram
2377,Hosa Road
2378,Harappanahalli
2379,Dollars Colony
2380,Nagarbhavi
2381,Arehalli
2382,Kanakpura Road
2383,Thanisandra
2384,Vidyaranyapura
2385,Cambridge  road
2386,Sector 7 HSR Layout
2387,Whitefield
2388,Kanakpura Road
2389,8th Phase JP Nagar
2390,Gottigere
2391,Vajarahalli
2392,Frazer Town
2393,Singasandra
2394,Harlur
2395,Marathahalli
2396,Balagere
2397,Hennur Gardens
2398,Ashirvad Colony
2399,Yeshwanthpur
2400,Cholanayakanahalli
2401,Nagarbhavi
2402,Uttarahalli
2403,Thanisandra
2404,Yelahanka New Town
2405,Yelahanka
2406,Marathahalli
2407,7th Phase JP Nagar
2408,Padmanabhanagar
2409,Thyagaraja Nagar
2410,Vittasandra
2411,Dodda Nekkundi
2412,Raja Rajeshwari Nagar
2413,Thanisandra
2414,TC Palaya
2415,HRBR Layout
2416,Anekal
2417,Sarjapur  Road
2418,Veerannapalya
2419,Howthinarayanappa Garden
2420,Kammasandra
2421,Basavanagara
2422,Bharathi Nagar
2423,Marsur
2424,Doddakallasandra
2425,SRINIVASAPURA
2426,Cambridge Layout
2427,Whitefield
2428,Rajaji Nagar
2429,Padmanabhanagar
2430,Ramakrishnappa Layout
2431,EPIP Zone
2432,Maragondanahalli
2433,Akshaya Nagar
2434,Frazer Town
2435,Yeshwanthpur
2436,Varthur Road
2437,Attibele
2438,Electronic City Phase II
2439,3rd Block Banashankari
2440,Thanisandra
2441,Basaveshwara Nagar
2442,Uttarahalli
2443,Hennur
2444,Raja Rajeshwari Nagar
2445,Bisuvanahalli
2446,Whitefield
2447,Sarjapur  Road
2448,Begur Road
2449, ittamadu
2450,Doddakannelli
2451,Harlur
2452,Rayasandra
2453,Hennur Road
2454,Whitefield
2455,Anand Nagar
2456,Begur Road
2457,Peenya
2458,Hennur Road
